course,access,category,holes,city_state,st,county,lon,lat
Avondale Golf Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.341983,33.763797
Bighorn Golf Club,Private,Private,36,"Palm Desert,CA",CA,Riverside County,-116.407839,33.678029
Chaparral Country Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.379104,33.742529
Indian Ridge Country Club,Private,Private,36,"Palm Desert,CA",CA,Riverside County,-116.32306,33.758106
Ironwood Country Club,Private,Private,36,"Palm Desert,CA",CA,Riverside County,-116.380312,33.690139
Marrakesh Country Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.374047,33.707421
Palm Desert Greens Country Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.3797,33.758122
Portola Country Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.373598,33.739881
Santa Rosa Country Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.370961,33.771928
Shadow Mountain Golf Club,Private,Private,18,"Palm Desert,CA",CA,Riverside County,-116.378493,33.7144
The Lakes Country Club,Private,Private,36,"Palm Desert,CA",CA,Riverside County,-116.350273,33.756242
Monterey Country Club,Semi Private,Public,27,"Palm Desert,CA",CA,Riverside County,-116.391062,33.747106
Mountain Vista Golf Course At Sun City Palm Desert,Semi Private,Public,36,"Palm Desert,CA",CA,Riverside County,-116.294276,33.772466
Palm Valley Country Club,Semi Private,Public,36,"Palm Desert,CA",CA,Riverside County,-116.331098,33.766091
Stone Eagle Golf Club,Semi Private,Public,18,"Palm Desert,CA",CA,Riverside County,-116.403127,33.698598
Classic Club,Public,Public,18,"Palm Desert,CA",CA,Riverside County,-116.328134,33.763792
Desert Falls Country Club,Public,Public,18,"Palm Desert,CA",CA,Riverside County,-116.349316,33.760756
Desert Springs Golf Club,Public,Public,36,"Palm Desert,CA",CA,Riverside County,-116.359532,33.757843
Oasis Country Club,Public,Public,18,"Palm Desert,CA",CA,Riverside County,-116.326013,33.741752
Palm Desert Resort Country Club,Public,Public,18,"Palm Desert,CA",CA,Riverside County,-116.320268,33.758105
Palm Desert Country Club,Public,Public,27,"Palm Desert,CA",CA,Riverside County,-116.318676,33.736676
Shadow Ridge Golf Club,Public,Public,18,"Palm Desert,CA",CA,Riverside County,-116.384974,33.782532
Suncrest Country Club,Public,Public,9,"Palm Desert,CA",CA,Riverside County,-116.384232,33.758059
The First Tee Coachella Valley,Public,Public,9,"Palm Desert,CA",CA,Riverside County,-116.35726,33.737136
Woodhaven Country Club,Public,Public,18,"Palm Desert,CA",CA,Riverside County,-116.305414,33.746547
Tahquitz Creek Golf Resort,Municipal,Public,36,"Palm Springs,CA",CA,Riverside County,-116.483608,33.801314
Canyon Estates,Private,Private,9,"Palm Springs,CA",CA,Riverside County,-116.530438,33.790025
O'Donnell Golf Club,Semi Private,Public,9,"Palm Springs,CA",CA,Riverside County,-116.548105,33.827062
Seven Lakes Country Club,Semi Private,Public,18,"Palm Springs,CA",CA,Riverside County,-116.501674,33.797963
Canyon Country Club,Public,Public,18,"Palm Springs,CA",CA,Riverside County,-116.534102,33.783085
Escena Golf Club,Public,Public,19,"Palm Springs,CA",CA,Riverside County,-116.495965,33.838868
Indian Canyons Golf Resort,Public,Public,36,"Palm Springs,CA",CA,Riverside County,-116.534039,33.782846
Mesquite Golf Club,Public,Public,18,"Palm Springs,CA",CA,Riverside County,-116.516369,33.808784
Tommy Jacobs' Bel Air Greens,Public,Public,9,"Palm Springs,CA",CA,Riverside County,-116.510829,33.807749
Antelope Valley Country Club,Private,Private,18,"Palmdale,CA",CA,Los Angeles County,-118.141384,34.605051
Desert Aire Golf Course,Public,Public,9,"Palmdale,CA",CA,Los Angeles County,-118.064021,34.601983
Rancho Vista Golf Course,Public,Public,18,"Palmdale,CA",CA,Los Angeles County,-118.19851800000001,34.619
Palo Alto Municipal Golf Course,Municipal,Public,18,"Palo Alto,CA",CA,Santa Clara County,-122.114858,37.452848
Palo Alto Hills Golf & Country Club,Private,Private,18,"Palo Alto,CA",CA,Santa Clara County,-122.170751,37.373736
Palo Cedro Golf Club,Semi Private,Public,9,"Palo Cedro,CA",CA,Shasta County,-122.219909,40.556131
Palos Verdes Golf Club,Public,Public,18,"Palos Verdes Estates,CA",CA,Los Angeles County,-118.388246,33.757598
Lava Creek Golf Course,Public,Public,9,"Paradise,CA",CA,Butte County,-121.607829,39.741337
The Tuscan Ridge Club,Public,Public,18,"Paradise,CA",CA,Butte County,-121.700019,39.72005
Eaton Canyon Golf Course,Municipal,Public,9,"Pasadena,CA",CA,Los Angeles County,-118.080421,34.166963
Annandale Golf Club,Private,Private,18,"Pasadena,CA",CA,Los Angeles County,-118.171117,34.143653
Brookside Golf Course,Public,Public,36,"Pasadena,CA",CA,Los Angeles County,-118.166598,34.164608
Hunter Ranch Golf Course,Public,Public,18,"Paso Robles,CA",CA,San Luis Obispo County,-120.621365,35.651771
Paso Robles Golf Club,Public,Public,18,"Paso Robles,CA",CA,San Luis Obispo County,-120.665504,35.610802
River Oaks Golf Course,Public,Public,9,"Paso Robles,CA",CA,San Luis Obispo County,-120.680088,35.64976
The Links At Vista Del Hombre,Public,Public,18,"Paso Robles,CA",CA,San Luis Obispo County,-120.605713,35.675827
Diablo Grande,Public,Public,36,"Patterson,CA",CA,Stanislaus County,-121.266733,37.401841
Pauma Valley Country Club,Private,Private,18,"Pauma Valley,CA",CA,San Diego County,-116.988951,33.299437
Monterey Peninsula Country Club,Private,Private,36,"Pebble Beach,CA",CA,Monterey County,-121.947162,36.601414
Pebble Beach Golf Links,Public,Public,27,"Pebble Beach,CA",CA,Monterey County,-121.950839,36.568416
Poppy Hills Golf Course,Public,Public,18,"Pebble Beach,CA",CA,Monterey County,-121.938305,36.582719
The Links At Spanish Bay,Public,Public,18,"Pebble Beach,CA",CA,Monterey County,-121.940337,36.612714
Spyglass Hill Golf Course,Public,Public,18,"Pebble Beach,CA",CA,Monterey County,-121.957935,36.581986
Lake Wildwood Country Club,Private,Private,18,"Penn Valley,CA",CA,Nevada County,-121.199169,39.223419
Petaluma Golf & Country Club,Private,Private,9,"Petaluma,CA",CA,Sonoma County,-122.614917,38.22042
Adobe Creek Golf Course,Public,Public,18,"Petaluma,CA",CA,Sonoma County,-122.584545,38.244898
Rooster Run Golf Club,Public,Public,18,"Petaluma,CA",CA,Sonoma County,-122.61407,38.262633
Pico Rivera Municipal Golf Course,Municipal,Public,9,"Pico Rivera,CA",CA,Los Angeles County,-118.064999,34.01431
Pine Mountain Club,Semi Private,Public,9,"Pine Mountain Club,CA",CA,Kern County,-118.941799,34.81913
Mace Meadow Golf & Country Club,Public,Public,18,"Pioneer,CA",CA,Amador County,-120.532009,38.45592
Pittsburg's Delta View Golf Course,Municipal,Public,18,"Pittsburg,CA",CA,Contra Costa County,-121.910771,38.013373
Alta Vista Country Club,Semi Private,Public,18,"Placentia,CA",CA,Orange County,-117.853426,33.876267
Cold Springs Golf & Country Club,Private,Private,18,"Placerville,CA",CA,El Dorado County,-120.878531,38.743044
Contra Costa Country Club,Private,Private,18,"Pleasant Hill,CA",CA,Contra Costa County,-122.080823,37.973847
Grayson Woods Golf Course,Public,Public,9,"Pleasant Hill,CA",CA,Contra Costa County,-122.09755,37.948405
Callippe Preserve Golf Course,Municipal,Public,18,"Pleasanton,CA",CA,Alameda County,-121.86055,37.627392
Castlewood Country Club,Private,Private,36,"Pleasanton,CA",CA,Alameda County,-121.894988,37.636553
Ruby Hill Golf Club,Semi Private,Public,18,"Pleasanton,CA",CA,Alameda County,-121.816626,37.640021
Pleasanton Golf Center,Public,Public,9,"Pleasanton,CA",CA,Alameda County,-121.880084,37.661717
Mountain Meadows Golf Course,Municipal,Public,18,"Pomona,CA",CA,Los Angeles County,-117.775481,34.081403
Palm Lake Golf Course,Public,Public,9,"Pomona,CA",CA,Los Angeles County,-117.769436,34.045595
Aetna Springs Golf Course,Private,Private,9,"Pope Valley,CA",CA,Napa County,-122.481737,38.654218
SeaBee (CBC) Golf Course of Port Hueneme,Public,Public,18,"Port Hueneme,CA",CA,Ventura County,-119.202941,34.172907
Porterville Golf Course,Municipal,Public,9,"Porterville,CA",CA,Tulare County,-119.001209,36.062978
River Island Country Club,Private,Private,27,"Porterville,CA",CA,Tulare County,-119.047679,36.05755
Grizzly Ranch Golf Club,Semi Private,Public,18,"Portola,CA",CA,Plumas County,-120.423312,39.844548
StoneRidge Country Club,Semi Private,Public,18,"Poway,CA",CA,San Diego County,-117.038598,33.021939
Maderas Golf Club,Public,Public,18,"Poway,CA",CA,San Diego County,-117.022409,33.035097
Mt. Woodson Country Club,Public,Public,18,"Ramona,CA",CA,San Diego County,-116.955599,33.01485
San Vicente Inn & Golf Club,Public,Public,18,"Ramona,CA",CA,San Diego County,-116.807212,33.002681
Red Hill Country Club,Private,Private,18,"Rancho Cucamonga,CA",CA,San Bernardino County,-117.621712,34.108672
Empire Lakes Golf Course,Public,Public,18,"Rancho Cucamonga,CA",CA,San Bernardino County,-117.563416,34.084391
The Club at Morningside,Private,Private,18,"Rancho Mirage,CA",CA,Riverside County,-116.425837,33.769582
Desert Island Golf & Country Club,Private,Private,18,"Rancho Mirage,CA",CA,Riverside County,-116.41143,33.772276
Sunrise Country Club,Private,Private,18,"Rancho Mirage,CA",CA,Riverside County,-116.414733,33.757658
Tamarisk Country Club,Private,Private,18,"Rancho Mirage,CA",CA,Riverside County,-116.438213,33.772658
The Springs Country Club,Private,Private,18,"Rancho Mirage,CA",CA,Riverside County,-116.419866,33.764909
Thunderbird Country Club,Private,Private,18,"Rancho Mirage,CA",CA,Riverside County,-116.434105,33.756877
Mission Hills Country Club,Semi Private,Public,54,"Rancho Mirage,CA",CA,Riverside County,-116.43391,33.797722
Rancho Las Palmas Country Club,Public,Public,54,"Rancho Mirage,CA",CA,Riverside County,-116.407981,33.740379
Mission Hills Golf Club,Public,Public,18,"Rancho Mirage,CA",CA,Riverside County,-116.418326,33.801469
Rancho Mirage Country Club,Public,Public,18,"Rancho Mirage,CA",CA,Riverside County,-116.407929,33.768298
The Westin Mission Hills Resort,Public,Public,18,"Rancho Mirage,CA",CA,Riverside County,-116.427476,33.815932
Rancho Murieta Country Club,Private,Private,36,"Rancho Murieta,CA",CA,Sacramento County,-121.089596,38.494925
Los Verdes Golf Course,Municipal,Public,18,"Rancho Palos Verdes,CA",CA,Los Angeles County,-118.398834,33.757705
The Links at Terranea,Public,Public,9,"Rancho Palos Verdes,CA",CA,Los Angeles County,-118.398194,33.73907
Trump National Golf Course,Public,Public,18,"Rancho Palos Verdes,CA",CA,Los Angeles County,-118.348335,33.730024
The Bridges At Rancho Santa Fe,Private,Private,18,"Rancho Santa Fe,CA",CA,San Diego County,-117.188646,33.056989
The Farms Golf Club,Private,Private,18,"Rancho Santa Fe,CA",CA,San Diego County,-117.176845,32.985793
Del Mar Country Club,Semi Private,Public,18,"Rancho Santa Fe,CA",CA,San Diego County,-117.195727,32.978568
Morgan Run Resort & Club,Semi Private,Public,45,"Rancho Santa Fe,CA",CA,San Diego County,-117.209306,32.991195
Rancho Santa Fe Golf Club,Semi Private,Public,18,"Rancho Santa Fe,CA",CA,San Diego County,-117.209233,33.024761
Tijeras Creek Golf Club,Public,Public,18,"Rancho Santa Margarita,CA",CA,Orange County,-117.620203,33.609709
Fairbanks Ranch Country Club,Private,Private,27,"Rancho Sante Fe,CA",CA,San Diego County,-117.206819,32.9791
Wilcox Oaks Golf Club,Private,Private,18,"Red Bluff,CA",CA,Tehama County,-122.258133,40.222263
Oak Creek Golf Course,Public,Public,9,"Red Bluff,CA",CA,Tehama County,-122.224024,40.146474
Riverview Golf & Country Club,Private,Private,18,"Redding,CA",CA,Shasta County,-122.362548,40.546594
River Bend Golf & Country Club,Semi Private,Public,9,"Redding,CA",CA,Shasta County,-122.365436,40.540958
Tierra Oaks Golf Club,Semi Private,Public,18,"Redding,CA",CA,Shasta County,-122.323915,40.669147
Allens Golf Course,Public,Public,9,"Redding,CA",CA,Shasta County,-122.374259,40.523683
Churn Creek Golf Course,Public,Public,9,"Redding,CA",CA,Shasta County,-122.324054,40.50535
Gold Hills Country Club,Public,Public,18,"Redding,CA",CA,Shasta County,-122.354644,40.635753
Lake Redding Golf Course,Public,Public,9,"Redding,CA",CA,Shasta County,-122.391458,40.599514
Tucker Oaks Golf Course,Public,Public,9,"Redding,CA",CA,Shasta County,-122.302076,40.481788
Redlands Country Club,Private,Private,18,"Redlands,CA",CA,San Bernardino County,-117.151591,34.025172
Emerald Hills Golf Course,Public,Public,9,"Redwood City,CA",CA,San Mateo County,-122.265478,37.455629
Bass Lake Golf Course,Public,Public,18,"Rescue,CA",CA,El Dorado County,-121.009689,38.700839
El Rancho Verde Royal Vista Golf Club,Public,Public,18,"Rialto,CA",CA,San Bernardino County,-117.377439,34.149346
Richmond Country Club,Private,Private,18,"Richmond,CA",CA,Contra Costa County,-122.350563,37.984567
China Lake Golf Course,Public,Public,18,"Ridgecrest,CA",CA,Kern County,-117.641771,35.657144
Rio Vista Golf Club,Public,Public,18,"Rio Vista,CA",CA,Solano County,-121.717488,38.180717
Spring Creek Golf & Country Club,Private,Private,18,"Ripon,CA",CA,San Joaquin County,-121.109418,37.745153
Jack Tone Golf,Public,Public,18,"Ripon,CA",CA,San Joaquin County,-121.144567,37.726957
Fairmount Park Golf Course,Municipal,Public,9,"Riverside,CA",CA,Riverside County,-117.378255,33.997799
General Old Golf Course,Municipal,Public,18,"Riverside,CA",CA,Riverside County,-117.287392,33.885396
Van Buren Golf Ctr,Municipal,Public,18,"Riverside,CA",CA,Riverside County,-117.455507,33.954048
Victoria Club,Private,Private,18,"Riverside,CA",CA,Riverside County,-117.367076,33.95978
Canyon Crest Country Club,Semi Private,Public,18,"Riverside,CA",CA,Riverside County,-117.33353,33.947224
Indian Hills Country Club,Public,Public,18,"Riverside,CA",CA,Riverside County,-117.458474,33.984588
Jurupa Hills Country Club,Public,Public,18,"Riverside,CA",CA,Riverside County,-117.441207,33.977287
Oak Quarry Golf Club,Public,Public,18,"Riverside,CA",CA,San Bernardino County,-117.430611,34.031543
Paradise Knolls Golf Course,Public,Public,18,"Riverside,CA",CA,Riverside County,-117.489288,33.975368
Riverside Golf Club,Public,Public,18,"Riverside,CA",CA,Riverside County,-117.356659,34.006277
Sunset Whitney Country Club,Private,Private,18,"Rocklin,CA",CA,Placer County,-121.244616,38.805987
Whitney Oaks Golf Club,Public,Public,18,"Rocklin,CA",CA,Placer County,-121.240207,38.824777
Foxtail Golf Club,Municipal,Public,36,"Rohnert Park,CA",CA,Sonoma County,-122.707227,38.362071
Rolling Hills Country Club,Private,Private,18,"Rolling Hills Estates,CA",CA,Los Angeles County,-118.323984,33.778053
Whittier Narrows Golf Course,Municipal,Public,27,"Rosemead,CA",CA,Los Angeles County,-118.079102,34.051495
Diamond Oaks Municipal Golf Course,Municipal,Public,18,"Roseville,CA",CA,Placer County,-121.28493,38.767503
Woodcreek Golf Club,Municipal,Public,18,"Roseville,CA",CA,Placer County,-121.332639,38.776796
Sierra View Country Club,Private,Private,18,"Roseville,CA",CA,Placer County,-121.288728,38.758702
Morgan Creek Golf and Country Club,Semi Private,Public,18,"Roseville,CA",CA,Placer County,-121.34743,38.739388
Timber Creek Golf Course At Sun City Roseville,Public,Public,27,"Roseville,CA",CA,Placer County,-121.348362,38.777438
Pajaro Valley Golf Club,Public,Public,18,"Royal Oaks,CA",CA,Monterey County,-121.75688,36.87568
Bartley Cavanaugh Golf Course,Municipal,Public,18,"Sacramento,CA",CA,Sacramento County,-121.500456,38.456573
Bing Maloney Golf Course,Municipal,Public,27,"Sacramento,CA",CA,Sacramento County,-121.505603,38.502603
Cordova Golf Course,Municipal,Public,18,"Sacramento,CA",CA,Sacramento County,-121.346652,38.532264
Foothills Golf Center,Municipal,Public,9,"Sacramento,CA",CA,Sacramento County,-121.324102,38.693393
WildHawk Golf Club,Municipal,Public,18,"Sacramento,CA",CA,Sacramento County,-121.31592,38.478094
William Land Golf Course,Municipal,Public,9,"Sacramento,CA",CA,Sacramento County,-121.498448,38.536169
Del Paso Country Club,Private,Private,18,"Sacramento,CA",CA,Sacramento County,-121.387109,38.618774
Swallows Nest Country Club,Private,Private,18,"Sacramento,CA",CA,Sacramento County,-121.530361,38.608631
Bradshaw Ranch Golf Course,Public,Public,9,"Sacramento,CA",CA,Sacramento County,-121.335047,38.490906
Campus Commons Golf Center,Public,Public,9,"Sacramento,CA",CA,Sacramento County,-121.417839,38.575483
Champions Golf Links,Public,Public,9,"Sacramento,CA",CA,Sacramento County,-121.369957,38.48177
Haggin Oaks Golf Course,Public,Public,36,"Sacramento,CA",CA,Sacramento County,-121.401323,38.632296
Teal Bend Golf Course,Public,Public,18,"Sacramento,CA",CA,Sacramento County,-121.623563,38.700809
Meadowood Napa ValleyResort,Private,Private,9,"Saint Helena,CA",CA,Napa County,-122.46147,38.519041
Corral De Tierra Country Club,Private,Private,18,"Salinas,CA",CA,Monterey County,-121.731274,36.567219
Salinas Golf & Country Club,Private,Private,18,"Salinas,CA",CA,Monterey County,-121.631366,36.741804
Salinas Fairways Golf Course,Public,Public,18,"Salinas,CA",CA,Monterey County,-121.61723,36.671598
Twin Creeks Golf Course,Public,Public,9,"Salinas,CA",CA,Monterey County,-121.61747,36.697744
Shandin Hills Golf Club,Municipal,Public,18,"San Bernardino,CA",CA,San Bernardino County,-117.32068,34.153669
Arrowhead Country Club,Private,Private,18,"San Bernardino,CA",CA,San Bernardino County,-117.276583,34.15378
San Bernardino Golf Club,Public,Public,18,"San Bernardino,CA",CA,San Bernardino County,-117.278988,34.073117
San Clemente Municipal Golf Course,Municipal,Public,18,"San Clemente,CA",CA,Orange County,-117.615291,33.430202
Pacific Golf & Country Club,Semi Private,Public,36,"San Clemente,CA",CA,Orange County,-117.587173,33.448119
Shorecliffs Golf Course,Public,Public,18,"San Clemente,CA",CA,Orange County,-117.644313,33.452237
Talega Golf Club,Public,Public,18,"San Clemente,CA",CA,Orange County,-117.597348,33.464152
Balboa Park Golf Course,Municipal,Public,27,"San Diego,CA",CA,San Diego County,-117.136691,32.724447
Mission Bay Golf Resort,Municipal,Public,18,"San Diego,CA",CA,San Diego County,-117.216405,32.798836
Bernardo Heights Country Club,Private,Private,18,"San Diego,CA",CA,San Diego County,-117.071567,33.005189
